/scratch1/tsa5252/anaconda3/envs/spiceenv/lib/python3.8/site-packages/hydra/_internal/defaults_list.py:251: UserWarning: In 'config': Defaults list is missing `_self_`. See https://hydra.cc/docs/1.2/upgrades/1.0_to_1.1/default_composition_order for more information
  warnings.warn(msg, UserWarning)
global_step=5888, episodic_return=15.75
global_step=5992, episodic_return=15.62
global_step=6068, episodic_return=8.72
global_step=6172, episodic_return=19.55
global_step=6228, episodic_return=7.11
global_step=6348, episodic_return=10.42
global_step=6408, episodic_return=7.75
global_step=6556, episodic_return=46.50
global_step=6672, episodic_return=9.19
global_step=6704, episodic_return=4.23
global_step=6776, episodic_return=12.26
global_step=6816, episodic_return=6.29
global_step=6896, episodic_return=7.61
global_step=7064, episodic_return=23.08
global_step=7444, episodic_return=144.77
global_step=7492, episodic_return=7.14
global_step=7532, episodic_return=4.35
global_step=7580, episodic_return=6.86
global_step=7640, episodic_return=10.42
global_step=7696, episodic_return=10.54
global_step=7756, episodic_return=10.82
global_step=7808, episodic_return=8.79
global_step=7860, episodic_return=8.59
global_step=7916, episodic_return=9.54
global_step=8008, episodic_return=13.48
global_step=8064, episodic_return=6.70
global_step=8112, episodic_return=7.80
global_step=8168, episodic_return=10.90
Eval: global_step=8192, reward=121.36 +/- 3.29
global_step=8444, episodic_return=78.79
global_step=8540, episodic_return=22.52
global_step=8584, episodic_return=4.38
global_step=8644, episodic_return=9.20
global_step=8708, episodic_return=7.85
global_step=8824, episodic_return=20.26
global_step=8880, episodic_return=10.26
global_step=9080, episodic_return=43.10
global_step=9164, episodic_return=17.45
global_step=9248, episodic_return=17.14
global_step=9304, episodic_return=6.92
global_step=9376, episodic_return=12.07
global_step=9468, episodic_return=20.84
global_step=9536, episodic_return=7.75
global_step=9692, episodic_return=50.64
global_step=9736, episodic_return=6.42
global_step=9856, episodic_return=17.92
global_step=9904, episodic_return=3.40
global_step=10016, episodic_return=32.76
global_step=10292, episodic_return=122.63
global_step=10488, episodic_return=79.48
global_step=10648, episodic_return=35.29
global_step=10768, episodic_return=12.01
global_step=10984, episodic_return=72.88
global_step=11040, episodic_return=9.44
global_step=11140, episodic_return=16.79
global_step=11364, episodic_return=36.04
global_step=11488, episodic_return=46.95
global_step=11668, episodic_return=60.20
global_step=11720, episodic_return=9.77
global_step=11800, episodic_return=15.04
global_step=11880, episodic_return=13.19
global_step=11960, episodic_return=15.47
global_step=12032, episodic_return=13.64
global_step=12252, episodic_return=80.46
global_step=12344, episodic_return=25.95
global_step=12440, episodic_return=16.22
global_step=12484, episodic_return=7.05
global_step=12612, episodic_return=43.63
global_step=12716, episodic_return=15.69
global_step=12780, episodic_return=13.84
global_step=12888, episodic_return=14.02
global_step=12948, episodic_return=9.47
global_step=13052, episodic_return=19.86
global_step=13360, episodic_return=146.54
global_step=13480, episodic_return=35.11
global_step=13580, episodic_return=24.85
global_step=13716, episodic_return=51.31
global_step=13780, episodic_return=9.74
global_step=13956, episodic_return=44.82
global_step=14004, episodic_return=8.48
global_step=14044, episodic_return=6.48
global_step=14172, episodic_return=9.86
global_step=14384, episodic_return=45.47
global_step=14492, episodic_return=25.58
global_step=14532, episodic_return=5.39
global_step=14784, episodic_return=65.15
global_step=14884, episodic_return=12.38
global_step=15088, episodic_return=29.09
global_step=15148, episodic_return=8.92
global_step=15208, episodic_return=8.89
global_step=15292, episodic_return=13.68
global_step=15348, episodic_return=7.99
global_step=15448, episodic_return=29.31
global_step=15536, episodic_return=17.46
global_step=15684, episodic_return=54.12
global_step=15760, episodic_return=13.72
global_step=15812, episodic_return=9.97
global_step=15948, episodic_return=10.00
global_step=16024, episodic_return=14.77
global_step=16084, episodic_return=10.48
global_step=16332, episodic_return=63.98
Eval: global_step=16384, reward=55.00 +/- 1.19
global_step=16408, episodic_return=11.72
global_step=16700, episodic_return=122.28
global_step=16776, episodic_return=10.72
global_step=16904, episodic_return=38.49
global_step=17196, episodic_return=119.54
global_step=17432, episodic_return=93.55
global_step=17508, episodic_return=5.56
global_step=17596, episodic_return=19.79
global_step=17880, episodic_return=113.61
global_step=17952, episodic_return=15.66
global_step=18000, episodic_return=7.22
global_step=18184, episodic_return=72.44
global_step=18360, episodic_return=58.82
global_step=18752, episodic_return=198.14
global_step=18816, episodic_return=11.57
global_step=18932, episodic_return=25.35
global_step=19036, episodic_return=20.73
global_step=19120, episodic_return=13.59
global_step=19208, episodic_return=21.03
global_step=19468, episodic_return=111.68
global_step=19612, episodic_return=29.88
global_step=19764, episodic_return=31.82
global_step=19804, episodic_return=6.09
global_step=19904, episodic_return=8.85
global_step=19960, episodic_return=9.55
global_step=20004, episodic_return=6.44
global_step=20164, episodic_return=23.49
global_step=20288, episodic_return=48.51
global_step=20368, episodic_return=16.99
global_step=20416, episodic_return=8.59
global_step=20556, episodic_return=51.06
global_step=20660, episodic_return=13.45
global_step=20812, episodic_return=58.50
global_step=21016, episodic_return=83.97
global_step=21072, episodic_return=10.42
global_step=21136, episodic_return=7.07
global_step=21500, episodic_return=89.29
global_step=21620, episodic_return=48.10
global_step=21668, episodic_return=4.64
global_step=21788, episodic_return=38.11
global_step=21856, episodic_return=11.50
global_step=21916, episodic_return=8.80
global_step=22060, episodic_return=33.56
global_step=22264, episodic_return=52.26
global_step=22312, episodic_return=8.04
global_step=22516, episodic_return=71.41
global_step=22896, episodic_return=131.35
global_step=23012, episodic_return=25.78
global_step=23192, episodic_return=65.12
global_step=23320, episodic_return=39.51
global_step=23428, episodic_return=29.24
global_step=23524, episodic_return=21.54
global_step=23608, episodic_return=18.29
global_step=23784, episodic_return=56.82
global_step=23900, episodic_return=30.19
global_step=24140, episodic_return=105.50
global_step=24236, episodic_return=12.96
global_step=24432, episodic_return=84.11
global_step=24484, episodic_return=8.81
global_step=24572, episodic_return=18.38
Eval: global_step=24576, reward=209.34 +/- 1.21
global_step=24696, episodic_return=34.98
global_step=24764, episodic_return=15.06
global_step=25116, episodic_return=80.86
global_step=25296, episodic_return=74.64
global_step=25396, episodic_return=16.99
global_step=25548, episodic_return=54.31
global_step=25896, episodic_return=143.62
global_step=26172, episodic_return=121.11
global_step=26244, episodic_return=13.69
global_step=26476, episodic_return=93.38
global_step=26948, episodic_return=218.92
global_step=27224, episodic_return=114.94
global_step=27804, episodic_return=248.79
global_step=28224, episodic_return=143.66
global_step=28600, episodic_return=67.78
global_step=28788, episodic_return=40.95
global_step=29032, episodic_return=107.08
global_step=29340, episodic_return=126.48
global_step=29396, episodic_return=9.99
global_step=29488, episodic_return=21.00
global_step=29648, episodic_return=60.74
global_step=29768, episodic_return=25.00
global_step=30200, episodic_return=241.15
global_step=30288, episodic_return=21.04
global_step=30684, episodic_return=216.18
global_step=30756, episodic_return=13.86
global_step=30800, episodic_return=5.45
global_step=31100, episodic_return=128.35
global_step=31256, episodic_return=44.26
global_step=31548, episodic_return=137.99
global_step=31932, episodic_return=205.27
global_step=32296, episodic_return=202.38
global_step=32520, episodic_return=96.59
global_step=32580, episodic_return=8.89
global_step=32624, episodic_return=5.33
global_step=32764, episodic_return=58.37
Eval: global_step=32768, reward=206.52 +/- 0.90
global_step=33092, episodic_return=151.17
global_step=33328, episodic_return=105.79
global_step=33780, episodic_return=142.51
global_step=33832, episodic_return=8.65
global_step=33960, episodic_return=49.68
global_step=34160, episodic_return=86.44
global_step=34408, episodic_return=118.88
global_step=34484, episodic_return=14.56
global_step=34696, episodic_return=93.36
global_step=35052, episodic_return=190.80
global_step=35164, episodic_return=31.83
global_step=35288, episodic_return=49.33
global_step=35344, episodic_return=8.56
global_step=35740, episodic_return=201.19
global_step=36080, episodic_return=177.56
global_step=36260, episodic_return=74.32
global_step=36596, episodic_return=168.24
global_step=36696, episodic_return=15.09
global_step=37164, episodic_return=223.83
global_step=37444, episodic_return=136.03
global_step=37796, episodic_return=187.71
global_step=38284, episodic_return=231.79
global_step=38644, episodic_return=194.03
global_step=38852, episodic_return=89.92
global_step=39180, episodic_return=157.29
global_step=39308, episodic_return=50.60
global_step=39668, episodic_return=155.64
global_step=39864, episodic_return=80.17
global_step=40224, episodic_return=194.03
global_step=40316, episodic_return=22.12
global_step=40504, episodic_return=80.88
global_step=40812, episodic_return=153.39
Eval: global_step=40960, reward=195.20 +/- 1.62
global_step=41064, episodic_return=91.00
global_step=41408, episodic_return=164.76
global_step=41756, episodic_return=190.55
global_step=42096, episodic_return=157.93
global_step=42492, episodic_return=218.13
global_step=42812, episodic_return=170.11
global_step=43192, episodic_return=212.29
global_step=43628, episodic_return=212.58
global_step=43828, episodic_return=83.26
global_step=44224, episodic_return=196.13
global_step=44504, episodic_return=140.39
global_step=44924, episodic_return=216.04
global_step=45080, episodic_return=63.20
global_step=45164, episodic_return=25.18
global_step=45396, episodic_return=94.11
global_step=45764, episodic_return=203.45
global_step=46184, episodic_return=229.23
global_step=46588, episodic_return=213.68
global_step=46904, episodic_return=165.31
global_step=47508, episodic_return=267.69
global_step=47752, episodic_return=104.37
global_step=48120, episodic_return=206.88
global_step=48612, episodic_return=232.99
global_step=49068, episodic_return=234.05
Eval: global_step=49152, reward=188.45 +/- 1.29
global_step=49452, episodic_return=203.12
global_step=49860, episodic_return=214.29
global_step=50020, episodic_return=64.37
global_step=50212, episodic_return=84.96
global_step=50644, episodic_return=232.26
global_step=50996, episodic_return=194.56
global_step=51372, episodic_return=207.07
global_step=51480, episodic_return=42.45
global_step=51668, episodic_return=78.80
global_step=51804, episodic_return=54.67
global_step=52216, episodic_return=225.88
global_step=52580, episodic_return=163.86
global_step=52740, episodic_return=67.69
global_step=53064, episodic_return=150.29
global_step=53456, episodic_return=213.80
global_step=53844, episodic_return=190.86
global_step=54104, episodic_return=121.94
global_step=54508, episodic_return=218.90
global_step=54852, episodic_return=189.50
global_step=55256, episodic_return=203.60
global_step=55668, episodic_return=222.83
global_step=55916, episodic_return=115.53
global_step=56264, episodic_return=191.16
global_step=56644, episodic_return=203.16
global_step=56792, episodic_return=58.42
global_step=57148, episodic_return=185.43
Eval: global_step=57344, reward=193.92 +/- 2.02
global_step=57468, episodic_return=169.30
global_step=57680, episodic_return=90.10
global_step=58076, episodic_return=220.18
global_step=58368, episodic_return=145.83
global_step=58736, episodic_return=202.29
global_step=59128, episodic_return=205.92
global_step=59536, episodic_return=214.55
global_step=59932, episodic_return=215.97
global_step=60084, episodic_return=62.58
global_step=60468, episodic_return=202.98
global_step=60856, episodic_return=218.42
global_step=61248, episodic_return=216.13
global_step=61616, episodic_return=189.26
global_step=61984, episodic_return=210.13
global_step=62348, episodic_return=187.16
global_step=62680, episodic_return=171.70
global_step=62852, episodic_return=69.41
global_step=63236, episodic_return=211.15
global_step=63580, episodic_return=183.01
global_step=63952, episodic_return=198.05
global_step=64332, episodic_return=205.24
global_step=64612, episodic_return=136.26
global_step=65028, episodic_return=209.95
global_step=65392, episodic_return=202.57
Eval: global_step=65536, reward=187.08 +/- 1.10
global_step=65760, episodic_return=209.77
global_step=66132, episodic_return=196.63
global_step=66504, episodic_return=202.93
global_step=66872, episodic_return=195.03
global_step=67024, episodic_return=62.63
global_step=67436, episodic_return=227.46
global_step=67584, episodic_return=60.52
global_step=67872, episodic_return=142.33
global_step=68216, episodic_return=185.75
global_step=68576, episodic_return=200.43
global_step=68952, episodic_return=203.95
global_step=69332, episodic_return=208.59
global_step=69560, episodic_return=97.66
global_step=69956, episodic_return=190.73
global_step=70088, episodic_return=52.93
global_step=70472, episodic_return=209.02
global_step=70596, episodic_return=49.42
global_step=70952, episodic_return=187.30
global_step=71376, episodic_return=225.51
global_step=71640, episodic_return=115.41
global_step=72112, episodic_return=256.79
global_step=72492, episodic_return=215.02
global_step=72860, episodic_return=202.01
global_step=73272, episodic_return=222.11
global_step=73616, episodic_return=188.89
Eval: global_step=73728, reward=190.70 +/- 1.82
global_step=73912, episodic_return=138.56
global_step=74304, episodic_return=217.45
global_step=74732, episodic_return=207.93
global_step=75136, episodic_return=223.37
global_step=75516, episodic_return=211.19
global_step=75868, episodic_return=193.05
global_step=76260, episodic_return=190.77
global_step=76668, episodic_return=226.36
global_step=77072, episodic_return=225.33
global_step=77376, episodic_return=158.88
global_step=77656, episodic_return=138.07
global_step=77996, episodic_return=187.31
global_step=78364, episodic_return=198.37
global_step=78732, episodic_return=188.26
global_step=79120, episodic_return=207.83
global_step=79476, episodic_return=187.97
global_step=79912, episodic_return=216.35
global_step=80268, episodic_return=182.40
global_step=80668, episodic_return=226.85
global_step=80856, episodic_return=79.70
global_step=81224, episodic_return=195.03
global_step=81604, episodic_return=209.60
global_step=81772, episodic_return=68.72
Eval: global_step=81920, reward=188.28 +/- 2.09
global_step=82144, episodic_return=202.70
global_step=82516, episodic_return=206.68
global_step=82932, episodic_return=227.36
global_step=83300, episodic_return=201.12
global_step=83672, episodic_return=207.54
global_step=84020, episodic_return=173.86
global_step=84396, episodic_return=204.67
global_step=84748, episodic_return=191.89
global_step=85092, episodic_return=182.72
global_step=85492, episodic_return=194.35
global_step=85868, episodic_return=205.23
global_step=86260, episodic_return=222.13
global_step=86664, episodic_return=222.72
global_step=87024, episodic_return=197.66
global_step=87396, episodic_return=204.44
global_step=87780, episodic_return=216.53
global_step=88120, episodic_return=180.31
global_step=88464, episodic_return=172.44
global_step=88816, episodic_return=191.84
global_step=89148, episodic_return=172.01
global_step=89568, episodic_return=220.77
global_step=89964, episodic_return=220.83
Eval: global_step=90112, reward=199.07 +/- 1.53
global_step=90320, episodic_return=188.33
global_step=90708, episodic_return=210.62
global_step=91076, episodic_return=201.96
global_step=91492, episodic_return=221.91
global_step=91872, episodic_return=208.71
global_step=92220, episodic_return=192.36
global_step=92580, episodic_return=197.16
global_step=92964, episodic_return=215.31
global_step=93332, episodic_return=193.29
global_step=93676, episodic_return=180.79
global_step=94024, episodic_return=179.93
global_step=94380, episodic_return=190.13
global_step=94768, episodic_return=195.15
global_step=95128, episodic_return=179.61
global_step=95488, episodic_return=186.28
global_step=95872, episodic_return=211.86
global_step=96228, episodic_return=193.15
global_step=96592, episodic_return=200.00
global_step=96988, episodic_return=216.06
global_step=97388, episodic_return=217.55
global_step=97760, episodic_return=195.43
global_step=98164, episodic_return=225.12
Eval: global_step=98304, reward=200.22 +/- 2.29
global_step=98532, episodic_return=196.37
global_step=98908, episodic_return=186.19
global_step=99252, episodic_return=183.18
global_step=99636, episodic_return=210.81
global_step=99992, episodic_return=180.63
global_step=100380, episodic_return=211.20
global_step=100736, episodic_return=194.19
global_step=101120, episodic_return=206.54
global_step=101560, episodic_return=216.48
global_step=101972, episodic_return=223.85
global_step=102364, episodic_return=217.60
global_step=102740, episodic_return=210.37
global_step=103116, episodic_return=204.65
global_step=103520, episodic_return=217.53
global_step=103884, episodic_return=186.84
global_step=104220, episodic_return=172.85
global_step=104592, episodic_return=207.47
global_step=104980, episodic_return=209.23
global_step=105384, episodic_return=224.19
global_step=105756, episodic_return=204.35
global_step=106124, episodic_return=200.82
Eval: global_step=106496, reward=207.24 +/- 1.04
global_step=106528, episodic_return=226.65
global_step=106920, episodic_return=211.59
global_step=107316, episodic_return=222.63
global_step=107716, episodic_return=224.47
global_step=108100, episodic_return=206.96
global_step=108496, episodic_return=222.44
global_step=108880, episodic_return=208.45
global_step=109296, episodic_return=234.13
global_step=109660, episodic_return=200.03
global_step=110068, episodic_return=224.17
global_step=110456, episodic_return=212.23
global_step=110856, episodic_return=223.47
global_step=111228, episodic_return=200.00
global_step=111600, episodic_return=205.89
global_step=111984, episodic_return=206.65
global_step=112356, episodic_return=204.70
global_step=112744, episodic_return=216.42
global_step=113100, episodic_return=191.43
global_step=113464, episodic_return=198.33
global_step=113860, episodic_return=219.94
global_step=114212, episodic_return=178.24
global_step=114608, episodic_return=218.68
Eval: global_step=114688, reward=213.26 +/- 1.21
global_step=114996, episodic_return=216.18
global_step=115384, episodic_return=210.29
global_step=115784, episodic_return=222.09
global_step=116176, episodic_return=214.56
global_step=116576, episodic_return=223.72
global_step=116976, episodic_return=217.54
global_step=117372, episodic_return=221.67
global_step=117784, episodic_return=229.80
global_step=118172, episodic_return=214.99
global_step=118564, episodic_return=216.96
global_step=118932, episodic_return=194.01
global_step=119296, episodic_return=200.37
global_step=119688, episodic_return=210.74
global_step=120076, episodic_return=217.50
global_step=120448, episodic_return=208.14
global_step=120848, episodic_return=217.65
global_step=121228, episodic_return=210.20
global_step=121592, episodic_return=197.88
global_step=121964, episodic_return=208.64
global_step=122344, episodic_return=207.34
global_step=122752, episodic_return=227.45
Eval: global_step=122880, reward=221.67 +/- 1.07
global_step=123120, episodic_return=201.92
global_step=123508, episodic_return=212.57
global_step=123900, episodic_return=215.32
global_step=124276, episodic_return=204.66
global_step=124672, episodic_return=220.50
global_step=125076, episodic_return=233.69
global_step=125480, episodic_return=223.02
global_step=125868, episodic_return=216.24
global_step=126244, episodic_return=205.92
global_step=126648, episodic_return=223.89
global_step=127036, episodic_return=214.19
global_step=127456, episodic_return=242.71
global_step=127864, episodic_return=226.15
global_step=128260, episodic_return=218.23
global_step=128660, episodic_return=220.78
global_step=129064, episodic_return=221.49
global_step=129448, episodic_return=213.60
global_step=129836, episodic_return=215.18
global_step=130240, episodic_return=226.31
global_step=130628, episodic_return=211.25
global_step=131012, episodic_return=211.93
Eval: global_step=131072, reward=225.21 +/- 1.56
global_step=131420, episodic_return=233.96
global_step=131828, episodic_return=228.84
global_step=132236, episodic_return=228.62
global_step=132624, episodic_return=214.83
global_step=133048, episodic_return=239.63
global_step=133436, episodic_return=216.51
global_step=133836, episodic_return=223.82
global_step=134240, episodic_return=225.35
global_step=134608, episodic_return=201.48
global_step=134996, episodic_return=209.54
global_step=135396, episodic_return=223.16
global_step=135804, episodic_return=225.71
global_step=136184, episodic_return=215.99
global_step=136604, episodic_return=235.17
global_step=137008, episodic_return=227.89
global_step=137412, episodic_return=226.67
global_step=137812, episodic_return=218.82
global_step=138240, episodic_return=251.05
global_step=138648, episodic_return=230.79
global_step=139048, episodic_return=225.61
Eval: global_step=139264, reward=227.45 +/- 1.19
global_step=139456, episodic_return=224.53
global_step=139864, episodic_return=228.62
global_step=140272, episodic_return=224.18
global_step=140684, episodic_return=231.85
global_step=141084, episodic_return=219.40
global_step=141488, episodic_return=222.45
global_step=141928, episodic_return=258.25
global_step=142340, episodic_return=228.20
global_step=142752, episodic_return=224.83
global_step=143168, episodic_return=229.22
global_step=143580, episodic_return=230.99
global_step=143988, episodic_return=232.78
global_step=144400, episodic_return=232.79
global_step=144804, episodic_return=224.52
global_step=145200, episodic_return=220.67
global_step=145604, episodic_return=226.75
global_step=145996, episodic_return=220.48
global_step=146420, episodic_return=228.15
global_step=146828, episodic_return=234.52
global_step=147228, episodic_return=223.18
Eval: global_step=147456, reward=229.19 +/- 1.39
global_step=147628, episodic_return=222.46
global_step=148052, episodic_return=244.11
global_step=148480, episodic_return=242.57
global_step=148892, episodic_return=231.80
global_step=149292, episodic_return=222.15
global_step=149708, episodic_return=238.15
global_step=150136, episodic_return=247.19
global_step=150548, episodic_return=235.96
global_step=150992, episodic_return=258.92
global_step=151416, episodic_return=237.94
global_step=151768, episodic_return=192.17
global_step=152172, episodic_return=227.29
global_step=152588, episodic_return=230.08
global_step=152992, episodic_return=227.19
global_step=153404, episodic_return=230.95
global_step=153800, episodic_return=223.94
global_step=154180, episodic_return=216.87
global_step=154588, episodic_return=228.83
global_step=155016, episodic_return=247.96
global_step=155420, episodic_return=226.99
Eval: global_step=155648, reward=229.87 +/- 1.55
global_step=155892, episodic_return=287.40
global_step=156344, episodic_return=266.08
global_step=156724, episodic_return=209.62
global_step=157152, episodic_return=242.06
global_step=157564, episodic_return=232.23
global_step=158060, episodic_return=300.48
global_step=158472, episodic_return=234.50
global_step=158876, episodic_return=225.83
global_step=159280, episodic_return=223.34
global_step=159720, episodic_return=261.65
global_step=160160, episodic_return=262.49
global_step=160576, episodic_return=234.44
global_step=160992, episodic_return=236.33
global_step=161396, episodic_return=226.21
global_step=161776, episodic_return=210.86
global_step=162204, episodic_return=242.26
global_step=162604, episodic_return=225.89
global_step=162980, episodic_return=209.22
global_step=163408, episodic_return=243.02
global_step=163804, episodic_return=221.88
Eval: global_step=163840, reward=242.61 +/- 1.42
global_step=164300, episodic_return=309.55
global_step=164716, episodic_return=232.74
global_step=165140, episodic_return=245.50
global_step=165608, episodic_return=276.29
global_step=166052, episodic_return=261.64
global_step=166480, episodic_return=251.91
global_step=166904, episodic_return=242.58
global_step=167344, episodic_return=240.49
global_step=167768, episodic_return=243.38
global_step=168192, episodic_return=238.49
global_step=168632, episodic_return=261.91
global_step=169028, episodic_return=225.51
global_step=169464, episodic_return=258.09
global_step=169872, episodic_return=227.14
global_step=170324, episodic_return=263.64
global_step=170724, episodic_return=221.17
global_step=170956, episodic_return=101.89
global_step=171416, episodic_return=269.87
global_step=171912, episodic_return=312.41
Eval: global_step=172032, reward=283.64 +/- 1.29
global_step=172344, episodic_return=243.55
global_step=172780, episodic_return=254.32
global_step=173244, episodic_return=283.72
global_step=173660, episodic_return=230.36
global_step=174080, episodic_return=234.57
global_step=174544, episodic_return=287.46
global_step=174960, episodic_return=235.37
global_step=175360, episodic_return=228.38
global_step=175828, episodic_return=294.24
global_step=176320, episodic_return=312.34
global_step=176780, episodic_return=258.24
global_step=177216, episodic_return=256.09
global_step=177632, episodic_return=237.34
global_step=178104, episodic_return=286.19
global_step=178568, episodic_return=285.45
global_step=179052, episodic_return=299.62
global_step=179496, episodic_return=267.21
global_step=179928, episodic_return=246.89
Eval: global_step=180224, reward=321.23 +/- 1.49
global_step=180340, episodic_return=241.07
global_step=180824, episodic_return=292.05
global_step=181284, episodic_return=286.65
global_step=181820, episodic_return=349.57
global_step=182244, episodic_return=240.55
global_step=182712, episodic_return=281.93
global_step=183152, episodic_return=260.75
global_step=183588, episodic_return=259.46
global_step=184112, episodic_return=338.31
global_step=184560, episodic_return=268.47
global_step=185064, episodic_return=325.70
global_step=185584, episodic_return=337.50
global_step=186072, episodic_return=293.60
global_step=186548, episodic_return=292.53
global_step=187024, episodic_return=294.21
global_step=187456, episodic_return=254.95
global_step=187940, episodic_return=291.63
global_step=188348, episodic_return=235.92
Eval: global_step=188416, reward=351.70 +/- 0.92
global_step=188836, episodic_return=299.02
global_step=189284, episodic_return=271.03
global_step=189808, episodic_return=341.64
global_step=190284, episodic_return=290.60
global_step=190712, episodic_return=245.44
global_step=191176, episodic_return=277.98
global_step=191696, episodic_return=332.98
global_step=192232, episodic_return=350.19
global_step=192720, episodic_return=307.04
global_step=193240, episodic_return=329.02
global_step=193728, episodic_return=299.77
global_step=194232, episodic_return=324.99
global_step=194696, episodic_return=274.21
global_step=195200, episodic_return=324.46
global_step=195708, episodic_return=335.51
global_step=196244, episodic_return=344.78
Eval: global_step=196608, reward=373.33 +/- 1.42
global_step=196744, episodic_return=333.17
global_step=197232, episodic_return=309.10
global_step=197716, episodic_return=300.61
global_step=198276, episodic_return=371.08
global_step=198804, episodic_return=344.74
global_step=199328, episodic_return=335.78
global_step=199816, episodic_return=298.81
global_step=200332, episodic_return=344.20
global_step=200880, episodic_return=369.81
global_step=201384, episodic_return=317.05
global_step=201908, episodic_return=341.42
global_step=202380, episodic_return=287.02
global_step=202900, episodic_return=323.43
global_step=203448, episodic_return=358.77
global_step=203916, episodic_return=290.69
global_step=204436, episodic_return=354.59
Eval: global_step=204800, reward=407.20 +/- 1.24
global_step=204964, episodic_return=347.70
global_step=205432, episodic_return=290.37
global_step=205976, episodic_return=361.06
global_step=206472, episodic_return=323.08
global_step=207028, episodic_return=380.60
global_step=207548, episodic_return=335.07
global_step=207984, episodic_return=267.58
global_step=208532, episodic_return=356.63
global_step=208992, episodic_return=280.35
global_step=209516, episodic_return=346.60
global_step=210076, episodic_return=385.32
global_step=210612, episodic_return=342.62
global_step=211136, episodic_return=339.10
global_step=211696, episodic_return=374.46
global_step=212224, episodic_return=338.28
global_step=212768, episodic_return=360.79
Eval: global_step=212992, reward=405.59 +/- 1.67
global_step=213304, episodic_return=352.09
global_step=213836, episodic_return=343.95
global_step=214392, episodic_return=362.14
global_step=214968, episodic_return=397.48
global_step=215496, episodic_return=344.39
global_step=216024, episodic_return=333.58
global_step=216484, episodic_return=282.68
global_step=216984, episodic_return=319.44
global_step=217540, episodic_return=370.61
global_step=218100, episodic_return=373.28
global_step=218608, episodic_return=323.22
global_step=219176, episodic_return=367.70
global_step=219692, episodic_return=331.54
global_step=220200, episodic_return=326.98
global_step=220732, episodic_return=351.99
Eval: global_step=221184, reward=412.30 +/- 1.07
global_step=221280, episodic_return=365.05
global_step=221840, episodic_return=371.19
global_step=222396, episodic_return=384.77
global_step=222928, episodic_return=351.86
global_step=223512, episodic_return=374.13
global_step=224052, episodic_return=359.53
global_step=224600, episodic_return=367.06
global_step=225164, episodic_return=381.44
global_step=225700, episodic_return=345.94
global_step=226216, episodic_return=334.43
global_step=226760, episodic_return=359.56
