/scratch1/tsa5252/anaconda3/envs/spiceenv/lib/python3.8/site-packages/hydra/_internal/defaults_list.py:251: UserWarning: In 'config': Defaults list is missing `_self_`. See https://hydra.cc/docs/1.2/upgrades/1.0_to_1.1/default_composition_order for more information
  warnings.warn(msg, UserWarning)
global_step=13316, episodic_return=75.84
global_step=13428, episodic_return=116.53
global_step=13500, episodic_return=72.59
global_step=13588, episodic_return=94.89
global_step=13656, episodic_return=67.85
global_step=13724, episodic_return=70.93
global_step=13804, episodic_return=81.29
global_step=13876, episodic_return=73.60
global_step=13960, episodic_return=92.28
global_step=14048, episodic_return=92.41
global_step=14120, episodic_return=74.14
global_step=14192, episodic_return=75.47
global_step=14288, episodic_return=94.79
global_step=14372, episodic_return=90.99
global_step=14444, episodic_return=74.12
global_step=14520, episodic_return=78.97
global_step=14588, episodic_return=70.87
global_step=14692, episodic_return=98.30
global_step=14784, episodic_return=96.08
global_step=14864, episodic_return=85.67
global_step=14940, episodic_return=80.53
global_step=15020, episodic_return=83.56
global_step=15096, episodic_return=77.91
global_step=15172, episodic_return=81.41
global_step=15248, episodic_return=79.57
global_step=15316, episodic_return=70.32
global_step=15424, episodic_return=119.49
global_step=15536, episodic_return=104.34
global_step=15640, episodic_return=113.20
global_step=15716, episodic_return=80.05
global_step=15788, episodic_return=73.40
global_step=15948, episodic_return=189.72
global_step=16032, episodic_return=89.24
global_step=16100, episodic_return=70.82
global_step=16232, episodic_return=144.37
global_step=16384, episodic_return=177.40
Eval: global_step=16384, reward=203.75 +/- 49.10
global_step=16456, episodic_return=74.21
global_step=16532, episodic_return=81.49
global_step=16612, episodic_return=83.45
global_step=16680, episodic_return=70.51
global_step=16752, episodic_return=74.39
global_step=16820, episodic_return=69.53
global_step=16896, episodic_return=82.33
global_step=16964, episodic_return=70.83
global_step=17060, episodic_return=102.90
global_step=17172, episodic_return=121.31
global_step=17312, episodic_return=150.55
global_step=17384, episodic_return=75.78
global_step=17492, episodic_return=123.63
global_step=17564, episodic_return=74.64
global_step=17640, episodic_return=79.30
global_step=17712, episodic_return=73.57
global_step=17864, episodic_return=165.08
global_step=17936, episodic_return=75.50
global_step=18016, episodic_return=80.05
global_step=18088, episodic_return=73.85
global_step=18156, episodic_return=69.40
global_step=18232, episodic_return=78.52
global_step=18328, episodic_return=105.30
global_step=18436, episodic_return=122.31
global_step=18512, episodic_return=80.77
global_step=18580, episodic_return=67.47
global_step=18652, episodic_return=75.82
global_step=18736, episodic_return=86.96
global_step=18852, episodic_return=115.77
global_step=18928, episodic_return=80.02
global_step=19016, episodic_return=94.81
global_step=19104, episodic_return=96.30
global_step=19208, episodic_return=113.18
global_step=19284, episodic_return=77.45
global_step=19360, episodic_return=80.26
global_step=19468, episodic_return=118.86
global_step=19552, episodic_return=88.25
global_step=19628, episodic_return=80.68
global_step=19728, episodic_return=104.34
global_step=19836, episodic_return=96.71
global_step=19908, episodic_return=75.43
global_step=19996, episodic_return=93.84
global_step=20064, episodic_return=70.79
global_step=20140, episodic_return=81.72
global_step=20216, episodic_return=79.06
global_step=20292, episodic_return=82.68
global_step=20412, episodic_return=134.96
global_step=20524, episodic_return=119.48
global_step=20600, episodic_return=79.86
global_step=20704, episodic_return=105.59
global_step=20812, episodic_return=116.60
global_step=20888, episodic_return=80.53
global_step=20960, episodic_return=74.88
global_step=21056, episodic_return=95.22
global_step=21180, episodic_return=140.16
global_step=21260, episodic_return=86.37
global_step=21332, episodic_return=75.54
global_step=21404, episodic_return=75.66
global_step=21480, episodic_return=76.58
global_step=21596, episodic_return=120.58
global_step=21696, episodic_return=99.91
global_step=21860, episodic_return=176.66
global_step=21924, episodic_return=64.61
global_step=21992, episodic_return=70.26
global_step=22064, episodic_return=75.61
global_step=22140, episodic_return=79.39
global_step=22216, episodic_return=76.73
global_step=22280, episodic_return=64.70
global_step=22352, episodic_return=73.77
global_step=22460, episodic_return=112.22
global_step=22584, episodic_return=142.46
global_step=22676, episodic_return=94.98
global_step=22884, episodic_return=216.11
global_step=23024, episodic_return=147.75
global_step=23096, episodic_return=74.97
global_step=23160, episodic_return=65.58
global_step=23292, episodic_return=149.28
global_step=23368, episodic_return=80.39
global_step=23440, episodic_return=75.62
global_step=23508, episodic_return=70.87
global_step=23644, episodic_return=145.65
global_step=23728, episodic_return=88.28
global_step=23796, episodic_return=70.15
global_step=23868, episodic_return=73.43
global_step=23964, episodic_return=105.13
global_step=24032, episodic_return=69.45
global_step=24140, episodic_return=121.18
global_step=24224, episodic_return=88.15
global_step=24300, episodic_return=80.31
global_step=24384, episodic_return=92.17
global_step=24456, episodic_return=75.74
Eval: global_step=24576, reward=205.97 +/- 27.62
global_step=24580, episodic_return=137.86
global_step=24664, episodic_return=90.27
global_step=24780, episodic_return=116.33
global_step=24856, episodic_return=80.77
global_step=24932, episodic_return=80.79
global_step=25012, episodic_return=83.47
global_step=25096, episodic_return=84.42
global_step=25192, episodic_return=105.15
global_step=25312, episodic_return=126.46
global_step=25404, episodic_return=96.13
global_step=25476, episodic_return=75.52
global_step=25548, episodic_return=74.05
global_step=25620, episodic_return=75.60
global_step=25708, episodic_return=94.48
global_step=25804, episodic_return=105.50
global_step=25908, episodic_return=109.62
global_step=25988, episodic_return=85.69
global_step=26064, episodic_return=77.92
global_step=26172, episodic_return=109.27
global_step=26244, episodic_return=74.77
global_step=26344, episodic_return=108.76
global_step=26416, episodic_return=75.78
global_step=26492, episodic_return=78.46
global_step=26560, episodic_return=70.90
global_step=26632, episodic_return=75.47
global_step=26760, episodic_return=145.39
global_step=26832, episodic_return=75.70
global_step=26908, episodic_return=80.30
global_step=26980, episodic_return=74.92
global_step=27052, episodic_return=76.05
global_step=27128, episodic_return=76.70
global_step=27204, episodic_return=80.21
global_step=27332, episodic_return=140.88
global_step=27404, episodic_return=75.54
global_step=27488, episodic_return=91.68
global_step=27556, episodic_return=71.11
global_step=27692, episodic_return=143.81
global_step=27788, episodic_return=101.56
global_step=27896, episodic_return=105.91
global_step=27972, episodic_return=77.94
global_step=28060, episodic_return=93.41
global_step=28192, episodic_return=142.88
global_step=28260, episodic_return=70.96
global_step=28336, episodic_return=79.98
global_step=28432, episodic_return=105.71
global_step=28548, episodic_return=128.69
global_step=28620, episodic_return=75.22
global_step=28696, episodic_return=77.66
global_step=28796, episodic_return=108.31
global_step=28868, episodic_return=72.24
global_step=28940, episodic_return=75.41
global_step=29052, episodic_return=109.88
global_step=29120, episodic_return=68.42
global_step=29196, episodic_return=79.50
global_step=29268, episodic_return=75.02
global_step=29340, episodic_return=76.05
global_step=29412, episodic_return=75.10
global_step=29492, episodic_return=82.74
global_step=29624, episodic_return=151.40
global_step=29744, episodic_return=122.90
global_step=29820, episodic_return=82.55
global_step=29892, episodic_return=75.35
global_step=29960, episodic_return=70.37
global_step=30048, episodic_return=92.21
global_step=30128, episodic_return=87.12
global_step=30232, episodic_return=109.45
global_step=30308, episodic_return=76.87
global_step=30460, episodic_return=157.54
global_step=30544, episodic_return=85.76
global_step=30632, episodic_return=90.24
global_step=30708, episodic_return=81.12
global_step=30832, episodic_return=134.60
global_step=30940, episodic_return=105.71
global_step=31024, episodic_return=88.45
global_step=31088, episodic_return=66.11
global_step=31176, episodic_return=97.41
global_step=31244, episodic_return=68.62
global_step=31372, episodic_return=132.91
global_step=31480, episodic_return=118.09
global_step=31552, episodic_return=75.82
global_step=31620, episodic_return=68.39
global_step=31704, episodic_return=84.61
global_step=31776, episodic_return=76.68
global_step=31872, episodic_return=103.53
global_step=31940, episodic_return=62.91
global_step=32012, episodic_return=75.47
global_step=32084, episodic_return=74.52
global_step=32184, episodic_return=101.10
global_step=32280, episodic_return=92.60
global_step=32440, episodic_return=176.29
global_step=32536, episodic_return=106.95
global_step=32632, episodic_return=93.87
global_step=32704, episodic_return=75.38
Eval: global_step=32768, reward=179.43 +/- 73.13
global_step=32772, episodic_return=69.64
global_step=32916, episodic_return=165.26
global_step=32980, episodic_return=65.02
global_step=33052, episodic_return=75.48
global_step=33164, episodic_return=119.40
global_step=33260, episodic_return=105.40
global_step=33332, episodic_return=74.20
global_step=33492, episodic_return=169.08
global_step=33572, episodic_return=81.54
global_step=33644, episodic_return=72.02
global_step=33756, episodic_return=114.58
global_step=33852, episodic_return=103.56
global_step=33924, episodic_return=75.16
global_step=34024, episodic_return=111.42
global_step=34156, episodic_return=140.80
global_step=34300, episodic_return=158.20
global_step=34372, episodic_return=74.78
global_step=34452, episodic_return=85.29
global_step=34520, episodic_return=69.73
global_step=34588, episodic_return=69.96
global_step=34684, episodic_return=93.21
global_step=34792, episodic_return=113.41
global_step=34896, episodic_return=101.33
global_step=34968, episodic_return=75.59
global_step=35100, episodic_return=141.58
global_step=35172, episodic_return=75.65
global_step=35248, episodic_return=80.63
global_step=35320, episodic_return=76.19
global_step=35396, episodic_return=80.02
global_step=35480, episodic_return=89.11
global_step=35556, episodic_return=80.47
global_step=35620, episodic_return=62.13
global_step=35712, episodic_return=96.98
global_step=35840, episodic_return=132.28
global_step=35952, episodic_return=107.62
global_step=36080, episodic_return=141.64
global_step=36156, episodic_return=80.13
global_step=36240, episodic_return=88.98
global_step=36312, episodic_return=75.99
global_step=36432, episodic_return=127.94
global_step=36524, episodic_return=97.79
global_step=36604, episodic_return=82.81
global_step=36672, episodic_return=68.83
global_step=36744, episodic_return=75.37
global_step=36816, episodic_return=72.69
global_step=36896, episodic_return=85.65
global_step=37060, episodic_return=186.32
global_step=37176, episodic_return=130.83
global_step=37244, episodic_return=70.89
global_step=37428, episodic_return=187.70
global_step=37516, episodic_return=92.72
global_step=37600, episodic_return=91.49
global_step=37684, episodic_return=92.31
global_step=37772, episodic_return=89.83
global_step=37848, episodic_return=79.65
global_step=37944, episodic_return=106.31
global_step=38020, episodic_return=79.09
global_step=38100, episodic_return=84.80
global_step=38184, episodic_return=91.93
global_step=38284, episodic_return=114.12
global_step=38356, episodic_return=71.94
global_step=38432, episodic_return=79.35
global_step=38532, episodic_return=110.34
global_step=38632, episodic_return=104.60
global_step=38712, episodic_return=86.57
global_step=38780, episodic_return=69.89
global_step=38920, episodic_return=161.61
global_step=39016, episodic_return=102.98
global_step=39092, episodic_return=78.52
global_step=39180, episodic_return=90.32
global_step=39288, episodic_return=110.65
global_step=39404, episodic_return=113.51
global_step=39504, episodic_return=111.02
global_step=39656, episodic_return=160.97
global_step=39728, episodic_return=75.63
global_step=39804, episodic_return=79.78
global_step=39892, episodic_return=96.33
global_step=39968, episodic_return=80.26
global_step=40048, episodic_return=85.72
global_step=40176, episodic_return=134.30
global_step=40320, episodic_return=156.34
global_step=40412, episodic_return=101.82
global_step=40488, episodic_return=79.75
global_step=40576, episodic_return=95.07
global_step=40648, episodic_return=74.83
global_step=40752, episodic_return=117.40
global_step=40828, episodic_return=80.92
global_step=40912, episodic_return=87.66
Eval: global_step=40960, reward=146.59 +/- 31.43
global_step=40992, episodic_return=79.60
global_step=41068, episodic_return=81.66
global_step=41188, episodic_return=128.53
global_step=41312, episodic_return=147.46
global_step=41392, episodic_return=84.64
global_step=41488, episodic_return=103.73
global_step=41588, episodic_return=104.85
global_step=41692, episodic_return=111.44
global_step=41804, episodic_return=123.92
global_step=41884, episodic_return=84.76
global_step=42012, episodic_return=133.05
global_step=42140, episodic_return=135.23
global_step=42256, episodic_return=117.09
global_step=42404, episodic_return=157.64
global_step=42516, episodic_return=122.97
global_step=42636, episodic_return=135.47
global_step=42748, episodic_return=122.63
global_step=42856, episodic_return=119.42
global_step=42944, episodic_return=94.03
global_step=43032, episodic_return=93.58
global_step=43124, episodic_return=100.23
global_step=43232, episodic_return=106.56
global_step=43364, episodic_return=151.97
global_step=43436, episodic_return=75.36
global_step=43632, episodic_return=217.94
global_step=43720, episodic_return=88.20
global_step=43860, episodic_return=147.96
global_step=43956, episodic_return=99.46
global_step=44104, episodic_return=142.94
global_step=44172, episodic_return=70.66
global_step=44304, episodic_return=117.57
global_step=44376, episodic_return=75.68
global_step=44464, episodic_return=93.62
global_step=44552, episodic_return=94.58
global_step=44624, episodic_return=75.38
global_step=44696, episodic_return=75.82
global_step=44792, episodic_return=101.50
global_step=44908, episodic_return=127.33
global_step=45020, episodic_return=123.76
global_step=45152, episodic_return=141.82
global_step=45220, episodic_return=70.99
global_step=45312, episodic_return=91.71
global_step=45404, episodic_return=98.97
global_step=45512, episodic_return=117.69
global_step=45608, episodic_return=91.71
global_step=45692, episodic_return=86.86
global_step=45804, episodic_return=119.32
global_step=46012, episodic_return=237.25
global_step=46136, episodic_return=120.14
global_step=46284, episodic_return=168.01
global_step=46372, episodic_return=95.17
global_step=46444, episodic_return=74.92
global_step=46584, episodic_return=156.61
global_step=46680, episodic_return=96.67
global_step=46768, episodic_return=93.38
global_step=46852, episodic_return=86.62
global_step=46944, episodic_return=95.80
global_step=47012, episodic_return=69.91
global_step=47084, episodic_return=74.46
global_step=47160, episodic_return=79.68
global_step=47236, episodic_return=77.00
global_step=47336, episodic_return=109.95
global_step=47464, episodic_return=144.99
global_step=47592, episodic_return=129.28
global_step=47704, episodic_return=114.31
global_step=47784, episodic_return=83.44
global_step=47888, episodic_return=99.05
global_step=47972, episodic_return=89.39
global_step=48056, episodic_return=90.09
global_step=48204, episodic_return=157.78
global_step=48364, episodic_return=177.94
global_step=48436, episodic_return=75.32
global_step=48568, episodic_return=145.94
global_step=48636, episodic_return=69.91
global_step=48780, episodic_return=155.47
global_step=48864, episodic_return=91.74
global_step=48960, episodic_return=103.49
global_step=49040, episodic_return=85.10
global_step=49120, episodic_return=83.33
Eval: global_step=49152, reward=113.36 +/- 19.90
global_step=49208, episodic_return=88.86
global_step=49276, episodic_return=70.73
global_step=49404, episodic_return=138.30
global_step=49480, episodic_return=79.26
global_step=49568, episodic_return=92.94
global_step=49652, episodic_return=88.24
global_step=49768, episodic_return=127.35
global_step=49896, episodic_return=148.38
global_step=50024, episodic_return=133.21
global_step=50184, episodic_return=173.97
global_step=50304, episodic_return=125.68
global_step=50452, episodic_return=165.35
global_step=50568, episodic_return=127.21
global_step=50692, episodic_return=129.95
global_step=50784, episodic_return=97.89
global_step=50904, episodic_return=128.39
global_step=50988, episodic_return=88.24
global_step=51168, episodic_return=205.19
global_step=51256, episodic_return=93.21
global_step=51396, episodic_return=142.16
global_step=51528, episodic_return=147.92
global_step=51700, episodic_return=190.87
global_step=51776, episodic_return=79.29
global_step=51896, episodic_return=133.53
global_step=52024, episodic_return=134.61
global_step=52096, episodic_return=75.02
global_step=52172, episodic_return=81.04
global_step=52268, episodic_return=105.86
global_step=52376, episodic_return=112.46
global_step=52536, episodic_return=185.06
global_step=52620, episodic_return=89.53
global_step=52760, episodic_return=158.93
global_step=52828, episodic_return=70.57
global_step=52904, episodic_return=78.95
global_step=52996, episodic_return=99.06
global_step=53096, episodic_return=93.01
global_step=53196, episodic_return=112.82
global_step=53296, episodic_return=103.19
global_step=53440, episodic_return=156.08
global_step=53520, episodic_return=85.49
global_step=53604, episodic_return=89.25
global_step=53688, episodic_return=92.49
global_step=53800, episodic_return=128.65
global_step=53948, episodic_return=163.29
global_step=54056, episodic_return=111.40
global_step=54152, episodic_return=93.33
global_step=54268, episodic_return=127.38
global_step=54408, episodic_return=146.23
global_step=54532, episodic_return=144.15
global_step=54640, episodic_return=121.07
global_step=54732, episodic_return=99.19
global_step=54848, episodic_return=122.31
global_step=54924, episodic_return=77.70
global_step=54996, episodic_return=72.96
global_step=55108, episodic_return=132.17
global_step=55240, episodic_return=145.53
global_step=55368, episodic_return=129.95
global_step=55448, episodic_return=87.33
global_step=55516, episodic_return=70.85
global_step=55588, episodic_return=68.73
global_step=55672, episodic_return=91.51
global_step=55800, episodic_return=140.87
global_step=55912, episodic_return=124.52
global_step=56016, episodic_return=111.19
global_step=56128, episodic_return=124.37
global_step=56228, episodic_return=110.34
global_step=56400, episodic_return=185.29
global_step=56492, episodic_return=96.61
global_step=56612, episodic_return=131.63
global_step=56772, episodic_return=179.79
global_step=56840, episodic_return=70.72
global_step=56968, episodic_return=128.21
global_step=57084, episodic_return=123.84
global_step=57244, episodic_return=180.80
global_step=57328, episodic_return=90.88
Eval: global_step=57344, reward=114.63 +/- 9.68
global_step=57460, episodic_return=139.97
global_step=57556, episodic_return=97.44
global_step=57664, episodic_return=121.36
global_step=57744, episodic_return=80.89
global_step=57836, episodic_return=101.50
global_step=57960, episodic_return=139.37
global_step=58088, episodic_return=144.23
global_step=58160, episodic_return=73.54
global_step=58276, episodic_return=122.15
global_step=58380, episodic_return=108.45
global_step=58452, episodic_return=75.92
global_step=58540, episodic_return=87.14
global_step=58708, episodic_return=176.91
global_step=58824, episodic_return=126.79
global_step=58980, episodic_return=187.72
global_step=59052, episodic_return=73.54
global_step=59192, episodic_return=145.34
global_step=59276, episodic_return=80.88
global_step=59372, episodic_return=99.72
global_step=59448, episodic_return=80.60
global_step=59520, episodic_return=75.95
global_step=59604, episodic_return=89.68
global_step=59680, episodic_return=75.76
global_step=59828, episodic_return=170.15
global_step=59988, episodic_return=182.81
global_step=60080, episodic_return=99.25
global_step=60204, episodic_return=134.22
global_step=60372, episodic_return=179.81
global_step=60536, episodic_return=179.54
global_step=60708, episodic_return=181.26
global_step=60796, episodic_return=98.23
global_step=60912, episodic_return=127.05
global_step=61024, episodic_return=123.04
global_step=61112, episodic_return=92.53
global_step=61200, episodic_return=96.89
global_step=61336, episodic_return=150.68
global_step=61484, episodic_return=172.84
global_step=61560, episodic_return=75.31
global_step=61640, episodic_return=86.15
global_step=61752, episodic_return=117.77
global_step=61836, episodic_return=85.26
global_step=61912, episodic_return=80.77
global_step=62140, episodic_return=272.56
global_step=62260, episodic_return=128.32
global_step=62364, episodic_return=117.97
global_step=62484, episodic_return=139.40
global_step=62580, episodic_return=98.86
global_step=62656, episodic_return=80.78
global_step=62728, episodic_return=75.03
global_step=62896, episodic_return=186.23
global_step=62964, episodic_return=69.79
global_step=63096, episodic_return=138.25
global_step=63212, episodic_return=127.77
global_step=63344, episodic_return=129.32
global_step=63468, episodic_return=136.04
global_step=63548, episodic_return=84.03
global_step=63620, episodic_return=75.45
global_step=63708, episodic_return=94.30
global_step=63816, episodic_return=113.71
global_step=63924, episodic_return=115.23
global_step=64044, episodic_return=128.10
global_step=64260, episodic_return=243.30
global_step=64412, episodic_return=156.87
global_step=64556, episodic_return=145.30
global_step=64708, episodic_return=171.33
global_step=64812, episodic_return=112.84
global_step=64924, episodic_return=113.05
global_step=65044, episodic_return=128.53
global_step=65124, episodic_return=81.69
global_step=65192, episodic_return=71.04
global_step=65300, episodic_return=111.98
global_step=65404, episodic_return=107.65
global_step=65524, episodic_return=129.91
Eval: global_step=65536, reward=115.59 +/- 32.92
global_step=65596, episodic_return=73.91
global_step=65756, episodic_return=178.19
global_step=65936, episodic_return=209.59
global_step=66028, episodic_return=96.77
global_step=66196, episodic_return=189.36
global_step=66284, episodic_return=92.83
global_step=66348, episodic_return=65.68
global_step=66532, episodic_return=200.09
global_step=66652, episodic_return=129.59
global_step=66720, episodic_return=70.65
global_step=66832, episodic_return=119.08
global_step=66996, episodic_return=183.17
global_step=67072, episodic_return=79.69
global_step=67156, episodic_return=91.26
global_step=67252, episodic_return=102.79
global_step=67376, episodic_return=126.71
global_step=67472, episodic_return=96.20
global_step=67568, episodic_return=104.77
global_step=67656, episodic_return=96.08
global_step=67780, episodic_return=136.00
global_step=67872, episodic_return=96.86
global_step=67952, episodic_return=81.68
global_step=68048, episodic_return=102.48
global_step=68120, episodic_return=75.45
global_step=68252, episodic_return=134.72
global_step=68340, episodic_return=96.31
global_step=68448, episodic_return=113.27
global_step=68584, episodic_return=141.26
global_step=68656, episodic_return=74.35
global_step=68784, episodic_return=140.86
global_step=68936, episodic_return=168.67
global_step=69092, episodic_return=169.02
global_step=69264, episodic_return=160.26
global_step=69344, episodic_return=82.58
global_step=69476, episodic_return=139.35
global_step=69584, episodic_return=116.12
global_step=69756, episodic_return=195.57
global_step=69836, episodic_return=84.96
global_step=69992, episodic_return=175.02
global_step=70108, episodic_return=123.85
global_step=70260, episodic_return=165.97
global_step=70396, episodic_return=153.47
global_step=70544, episodic_return=167.53
global_step=70624, episodic_return=85.79
global_step=70724, episodic_return=108.07
global_step=70800, episodic_return=80.28
global_step=70900, episodic_return=105.62
global_step=70992, episodic_return=91.59
global_step=71112, episodic_return=118.27
global_step=71236, episodic_return=134.56
global_step=71332, episodic_return=101.12
global_step=71404, episodic_return=75.58
global_step=71532, episodic_return=145.34
global_step=71672, episodic_return=153.16
global_step=71776, episodic_return=114.42
global_step=71932, episodic_return=170.27
global_step=72044, episodic_return=113.08
global_step=72148, episodic_return=108.38
global_step=72296, episodic_return=159.26
global_step=72436, episodic_return=154.23
global_step=72528, episodic_return=96.41
global_step=72612, episodic_return=90.05
global_step=72784, episodic_return=202.03
global_step=72872, episodic_return=96.10
global_step=73040, episodic_return=177.15
global_step=73108, episodic_return=69.47
global_step=73180, episodic_return=74.16
global_step=73280, episodic_return=103.10
global_step=73376, episodic_return=104.40
global_step=73488, episodic_return=114.91
global_step=73588, episodic_return=111.85
global_step=73704, episodic_return=115.61
Eval: global_step=73728, reward=125.57 +/- 18.12
global_step=73872, episodic_return=183.98
global_step=74028, episodic_return=166.22
global_step=74104, episodic_return=79.43
global_step=74204, episodic_return=109.74
global_step=74348, episodic_return=158.86
global_step=74552, episodic_return=238.22
global_step=74636, episodic_return=88.91
global_step=74712, episodic_return=80.43
global_step=74872, episodic_return=184.92
global_step=75072, episodic_return=217.34
global_step=75192, episodic_return=118.49
global_step=75316, episodic_return=136.28
global_step=75404, episodic_return=92.06
global_step=75496, episodic_return=101.96
global_step=75680, episodic_return=199.24
global_step=75816, episodic_return=148.37
global_step=75888, episodic_return=74.97
global_step=76000, episodic_return=122.01
global_step=76140, episodic_return=146.41
global_step=76212, episodic_return=73.45
global_step=76368, episodic_return=158.74
global_step=76484, episodic_return=125.44
global_step=76680, episodic_return=224.24
global_step=76860, episodic_return=210.01
global_step=76928, episodic_return=70.16
global_step=77036, episodic_return=119.25
global_step=77108, episodic_return=75.26
global_step=77188, episodic_return=84.52
global_step=77300, episodic_return=121.29
global_step=77420, episodic_return=127.67
global_step=77528, episodic_return=118.31
global_step=77632, episodic_return=115.20
global_step=77712, episodic_return=86.27
